Name,Rating,Pricing,Location,Cuisine,n_reviews,image_url,reviews
Le French Diner,5,$$,'New York,French,151,https://s3-media1.fl.yelpcdn.com/bphoto/obBvvGHF-vo-K6fY5LVEOw/o.jpg,French diner gem Instant warm feeling walking The staff great food phenomenal We escargot steak tartar salad great spot Cozy perfect rainy day Everything eat amaze The oeuf mayo grill octopus hanger steak excellent And A A truly memorable din experience You feel like family old friend eating The food thoughtfully prepared service
Mekelburg's,4,$$,'Brooklyn,Specialty Food,340,https://s3-media1.fl.yelpcdn.com/bphoto/XcIle9uaHOIMo92YvFpY3g/o.jpg,solid spot food dessert drink chill vibe really enjoy take tiramisu use chocolate babka freakin A DELICIOUS ONE worker nice This place Yelp list long time While finally area I decide stop As Several friend I go dinner Afterwards stop beer food menu elaborate
Brooklyn Bagel & Coffee Company,5,$,'New York,Bagels,254,https://s3-media1.fl.yelpcdn.com/bphoto/2ssnQhBvQsZfpM1qZn_Ihg/o.jpg,Brooklyn Bagel great grab go place near NYU There many spread option super generous cream cheese My bagel Y Hubs feel today walk shop research Upon enter I saw sign offer rainbow bagel It What great bagel different bagel u today love crowd reason B
Yara,4,,'New York,Lebanese,239,https://s3-media1.fl.yelpcdn.com/bphoto/g9dPOB4dlcPCEbGz22E8SA/o.jpg,Lebanese food Manhattan Must order fattoush salad cauliflower kibbeh koussa black tea mint good Nothing Mediterranean Lebanese place inside bite exotic good way eccentric warm cozy welcome interesting Their lower level might future venue network event party personally professionally write speak
Pylos,5,$$$,'New York,Greek,1217,https://s3-media4.fl.yelpcdn.com/bphoto/b01yDw6TOEzrufQu31dECA/o.jpg,My son pick Pylos East Village go Greece month want become familiar culture good We nice authentic high end Greek food octopus particularly good And white wine Santorini divine This place feel like find It unassuming side street lower east side But walk transform Greece They creatively B
Empanada Mama L.E.S,5,$,'New York,Latin American,911,https://s3-media2.fl.yelpcdn.com/bphoto/jVEXnJv1Qg5orvbDo7Lq2g/o.jpg,I love spicy chicken empanadas much The perfect level spice juicy bread nicely wheat I If really crave Empanadas downtown good option Also like fact great place come soak I excited learn restaurant work I try food truck always think best go
Seeds & Weeds,4,,'New York,French,19,https://s3-media1.fl.yelpcdn.com/bphoto/hSUp-9-q4XEqAvko8Zko_A/o.jpg,I eat twice lunch early dinner As vegetarian I appreciate restaurant cater eater Unbelievably good would come starve look stuff end want try dish really good Even partner typically le adventurous come vegetarian food The space nice well J
Birds of a Feather,3,$$,'Brooklyn,Szechuan,569,https://s3-media3.fl.yelpcdn.com/bphoto/LCpWi2oB64WZJNaTjgmKyA/o.jpg,top Chinese place My favorite part place spice oily heavy You still feel burn get try bird feather partner last night really enjoy food Ambiance great large communal table place pretty legit Nothing really stand nothing terrible In fact everything average The service incredibly quick
Golda,4,$$,'Brooklyn,Breakfast & Brunch,146,https://s3-media3.fl.yelpcdn.com/bphoto/lQicMW3W7HM_cf4NqIuZ-Q/o.jpg,visit Morristown take relative see doctor Walked invite look cafe draw amazing look baklava signature breakfast sandwich awesome Totally worth infatuation recommendation High mark decor ambiance service I place bookmarked finally get chance check I take food go limited seating small cafe
La Barca Cantina,2,,'W 41 St & 12th Ave',Bars,96,https://s3-media2.fl.yelpcdn.com/bphoto/luDhv0qZeq9TU-a2VWkpvw/o.jpg,place And staff super friendly Justice take care u amaze Manager Eduardo also great Would recommend anyone I invite party two week ago perfect summer send boat Pier Street Avenue You rip go honest While eat boat fun especially summer night The price worth quality Get Mexican
Rosette at Brooklyn Winery,5,,'Brooklyn,American (New),3,https://s3-media1.fl.yelpcdn.com/bphoto/smifybj2Il7vnQQ9tn548A/o.jpg,Wow realllly good Must try short rib juicy sauce absolutely delicious Love vibe chef charcuterie pm open seat immediately Sad close location new place design beautifully And Y redo N space Nice great restaurant complement delicious wine Try roasted claim I bit surprise
Mari,3,$$$$,'New York,Korean,133,https://s3-media1.fl.yelpcdn.com/bphoto/3oHWDbD-kq79Va30dQioaw/o.jpg,The food underwhelming It good good It bad use quality ingredient blow away The bone broth soup Y dinner experience Interior modern clean service speedy attentive food meal start box taste menu lovely experience fun concept I like variety course start jook small bite assortment Z
Carbone,4,$$$$,'New York,Italian,1591,https://s3-media3.fl.yelpcdn.com/bphoto/g-e3GuGjKCqzyOe1eIADaQ/o.jpg,rigatoni good worth hype definitely good expensive honest The waiter rush u whole time service slightly salty taste think italian food general A LOT food bring stuff home cuz hardest place get reservation NYC All table would go within first hour release reservation small
Nabila’s,5,,'Brooklyn,Lebanese,20,https://s3-media1.fl.yelpcdn.com/bphoto/3BS5c1Ask_ai9MkK-e3QIQ/o.jpg,enjoy meal last night From small bite entree everything burst unique delicious flavor There four Lebanese restaurant cafe Very homey feeling Staff welcome fun beer selection simple point A different quite unique place The food good serve informal elegant way crow young people Everything expose O
Liberty Bagels,5,$,'New York,Bagels,137,https://s3-media3.fl.yelpcdn.com/bphoto/465AFbRiD3EUp3N0dY5CvA/o.jpg,hell yes The garlic bagel change life Get one happy thank head first timer put whopping amount I would give place star expensive I basically get version Lox Bagel call Nova Special I pay I I go claim bagel expert absolute favorite spot I visit NYC I feel like kid candy store I There
Wadadli Jerk,4,,'Brooklyn,Caribbean,17,https://s3-media3.fl.yelpcdn.com/bphoto/zhqMM8YJZb5S0cgAJ07rtg/o.jpg,Jerk Chicken bk service get fire drink across way B To start pork super scrumptious I highly recommend get sauce choice side doable Definitely need B Decent spot Carribean food time original great Carribean food spot fade away I try several dish Wadadli year
London & Martin,5,,'New York,Gastropubs,3,https://s3-media1.fl.yelpcdn.com/bphoto/sowk_hwOJba7uaENLUTmRQ/o.jpg,branzino chicken sandwich Wine cocktail great portion Nice Sunday post brunch vibe London Martin excellent addition upscale Gastropub serve best Guinness city Great service hospitality beautiful bar Stone Street We taco spring roll tasty And enough food u lunch The
La Chilaquería - New York,5,,'New York,Mexican,46,https://s3-media2.fl.yelpcdn.com/bphoto/y5FthxW0fd6HF1Qd6aWpfw/o.jpg,menu offer several option I could anytime day I get chilaquiles red green sauce chicharon Do put review say chilaquiles mostly chip That chilaquiles It like say pizza mostly dough pleasant discovery Chelsea La Chilaqueria delivers tasty chilaquiles cute atmosphere We order order chilaquiles con chicharron
Palmetto,4,,'Brooklyn,Wine Bars,19,https://s3-media3.fl.yelpcdn.com/bphoto/hwFuCPaLeHPHHN-BnL6yrQ/o.jpg,Overall rating cute spot soo far I clearly live Bushwick I totally back date drink House cozy place It nice relax vibe make perfect drink They check ID vaccine card place hip amazing every drink much offer food ten pm friday
Palmetto,4,,'Brooklyn,Wine Bars,19,https://s3-media3.fl.yelpcdn.com/bphoto/hwFuCPaLeHPHHN-BnL6yrQ/o.jpg,Overall rating cute spot soo far I clearly live Bushwick I totally back date drink House cozy place It nice relax vibe make perfect drink They check ID vaccine card place hip amazing every drink much offer food ten pm friday
Flip Sigi,4,$$,'New York,Filipino,933,https://s3-media2.fl.yelpcdn.com/bphoto/TUUiWWsNom_nxuCK5P9TTw/o.jpg,Very tasty different I Mexican I grow taco notoriously unimpressed good They different O creative Filipino fusion creation Flip Sigi husband I order brunchwrap supreme jackfruit burrito Great food great vibe Who amazing play Filipino Mexican food Cali twist They offer classic Filipino
Momofuku Ko,5,$$$$,'New York,American (New),384,https://s3-media2.fl.yelpcdn.com/bphoto/FeWT2WeqVGDU8IVdMtp_bA/o.jpg,Highly menu expertly craft perfectly coursed dish thoughtful precise beautifully present The A wife I bummed leave tonight I honestly pretty reluctant even write My wife I intense foodie admittedly The hamburger foie gras quite possibly one best thing I ever eat Anywhere Only thing I think eat time
Lowerline,4,$$,'Brooklyn,Cajun/Creole,243,https://s3-media1.fl.yelpcdn.com/bphoto/nUwAMHW0QlSVrClCqNz2vw/o.jpg,absolutely rating soooo I cup Crawfish Etouffee literally fire Lowerline Friday night get seat outdoors immediately thank pandemic shelter Even though cold night heater friggin authentic Definitely closest get Brooklyn Gumbo etoufee rich substantial even portion pretty
Hav & Mar,5,,'New York,Seafood,64,https://s3-media2.fl.yelpcdn.com/bphoto/3E-DKMfcehQzA-Hz7VBo5g/o.jpg,memorable meal Unique dish u different first second third course All totally unique utterly B felt welcome moment walk The staff friendly courteous Our server Sheena VERY knowledgeable recommended drink restaurant way become top restaurant NYC Everything appetizer entree dessert We sit chef high top
Il Mattone,1,$,'New York,Italian,109,https://s3-media1.fl.yelpcdn.com/bphoto/3WQQ9SbMIvXJjLJjKoQJMg/o.jpg,Are look NY pizza Your search This place amaze I eat NY pizza whole life exactly mima brings My boyfriend I hunt best pizza NYC couple month We Soho We East Village But I ever The food always cold It like care warm pizza If I oven would star review I could
Spicy Village,5,$$,'Ste B',Chinese,808,https://s3-media2.fl.yelpcdn.com/bphoto/NBSzFmT74KCxd5O_g6AkkQ/o.jpg,Village THE place get Henan Food Although hole wall place pack flavor food cheap price The owner Here place want flavor bomb For place table look like hole wall NOT disappoint You might wait I I little time kill yesterday I search spot eat Spicy Village come glad I find order J
Little Rascal,4,$$,'New York,Middle Eastern,257,https://s3-media3.fl.yelpcdn.com/bphoto/gPvE9KvXMi6VOUJa3npl0g/o.jpg,brunch friend This spot intimate smaller food get tasty nothing really blow u short decent place nothing special detail food modern mediterranean fusion Lots bread filler Little Rascal The Egg Shop pack Saturday morning Happy The place completely empty one inside I
Atithi Indian Cuisine,5,$$,'Brooklyn,Indian,182,https://s3-media3.fl.yelpcdn.com/bphoto/ZUBeEb5-a-XisknvoeVwUA/o.jpg,late lunch early dinner weekday Only table take sit u immediately We start pekora fried cauliflower go Atithi Friday evening We reservation The place fill order give appetizer U A nice comfort Indian restaurant Williamsburg great food great service I come reservation Monday evening
Ensenada,3,,'Brooklyn,Mexican,19,https://s3-media2.fl.yelpcdn.com/bphoto/Q7wmJXsHWiEek5JhoOoncQ/o.jpg,delicious vibe great We sit bar Bartender nice helpful knowledgeable menu Great happy hour deal Lem first say I hate leave bad review I almost embarrass place idea I want come badly friend I I review admittedly perspective vegetarian establishment take grain salt start
Church Of Sweden,4,$,'Manhattan,Scandinavian,6,https://s3-media1.fl.yelpcdn.com/bphoto/yhOMcmzoFRSHJ6pSjvjQEg/o.jpg,I never Swedish cinnamon bun great place try Note cafe Church Sweden locate basement J forward try cinnamon buns day soon cafe day Wednesday Saturday Sunday Covid right another X strangest coffee shop Midtown tuck back Swedish church buzz front
Canal Street Market,4,$$,'New York,Food Court,212,https://s3-media2.fl.yelpcdn.com/bphoto/gXqb8XpUt3bkKgjATIXFTQ/o.jpg,great place visit since Pandemic I think le food option seem like lot vendor close quick meal workout I order Joes Steamed Roll get roast pork roll corn bean sprout You order This cute spot leisurely walk around nice balance eatery shop However mix spot I want give
Peaches HotHouse,5,$$,'Brooklyn,Southern,1412,https://s3-media3.fl.yelpcdn.com/bphoto/NXp0m-wNMUPp9GcbBQrxmA/o.jpg,best fried chicken sandwich town hand It hard find fried chicken juicy crispy They also mix dark white great chicken tasty original spicy The mac cheese average cornbread dry boring fry decent One best chicken sandwich I NYC name right The chicken juicy tender crispy coating nice kick
Silver Rice,5,$$,'Brooklyn,Sushi Bars,114,https://s3-media2.fl.yelpcdn.com/bphoto/NF1ln2QxdCyWOYnldy23ug/o.jpg,taste good fresh spicy tuna bowl spicy salmon roll B Yelp first time get food harvest bowl pretty good opinion reasonable amount food price Good J sushi Gods I order shrimp dumpling miso soup spicy salmon rice cup Although rice cup tip top come delivery J
Kuih Cafe,4,,'New York,Desserts,75,https://s3-media2.fl.yelpcdn.com/bphoto/mJ0PPCwmRLh_0-L0sx7eMQ/o.jpg,I immediately entice I saw menu place unfortunately stop weekend Lunar New Year focus We walk around pm today lot thing already sell They special menu focus lunar new year lot I could stop dreaming dessert see Instagram My birthday come I decide try one cake Y
Cafe Alula,5,,'Brooklyn,Cafes,80,https://s3-media3.fl.yelpcdn.com/bphoto/j7GYlRwABJbjLQyQ2ECbgQ/o.jpg,surprise much I like I go expect much many Lebanese restaurant food generally B food friendly staff plenty visit Cafe Alula recommendation cousin recent trip back NY You order place I orange blossom chai oat milk cauliflower shawarma It disappoint Orange blossom chai dirty chai
MEXiCUE,4,$$,'New York,Mexican,663,https://s3-media3.fl.yelpcdn.com/bphoto/zIsyf_t-IAliTxTae_s-4g/o.jpg,server Stephanie fantastic quick order Shared amazing laugh well Happy hour snack also great Would recommend service reasonable price perfect portion delicious reimagined Mexican food note plenty plant base option burnt end brisket totally worth additional money creamy corn hit The service nothing le
Cafe Katja,5,$$,'New York,German,832,https://s3-media1.fl.yelpcdn.com/bphoto/SowEwjKNkDJGnO5m2adPLg/o.jpg,dinner last night without reservation promptly seat first degree day year everyone also first I recently travel Austria I realize Austrian restaurant neighborhood I walk thousand time I Love It go local joint great food run neighbor make new friend bar kind place usually
Verde on Smith,4,$$,'Brooklyn,Italian,846,https://s3-media1.fl.yelpcdn.com/bphoto/Q8usZ-YYcBchNVIcOIPsVQ/o.jpg,food service yesterday I chicken Marsala amaze O I take niece dinner She love Italian food love spot enjoyed meal I salmon prepare way place cute We really want eat garden area private party go ALLA Delicious A
Ways & Means,4,,'New York,Tapas/Small Plates,21,https://s3-media2.fl.yelpcdn.com/bphoto/ugp2I-s_yVCA5jklNqqcqg/o.jpg,bottomless brunch excellent Lots drink choice margs way go well make The service excellent I brunch little gem bottomless drink well worth money You get mimosa certain cocktail even beer I walk around greenwich village stop drink quick bite end really like space It well decorate fun
Norma,4,$$,'New York,Italian,603,https://s3-media3.fl.yelpcdn.com/bphoto/qJKt5l2xSBUKOFRA6UOqVg/o.jpg,I come Friday pm We seat right away We order busiate al pesto norma pizza Then tartufo al pistachio tasty food warm rustic ambiance albeit bit Diavola Dough bit chewy taste cheese cute spot right heart Murray Hill The staff extremely friendly quick meet request include refill
Mao Mao,1,$$,'Brooklyn,Thai,80,https://s3-media4.fl.yelpcdn.com/bphoto/Y9U30z_aX2CdSCSTn879fg/o.jpg,first ever yelp review place reason I want write one We get two drink order curry puff totally Mao Mao place go want really unique ambiance hang The food pretty great unique option I see U Probably unfortunate uncomfortable dining experience I long time really want love place space B
Miriam,4,$$,'Brooklyn,Wine Bars,1174,https://s3-media3.fl.yelpcdn.com/bphoto/tONRUqmVXTshXUq6dePMSw/o.jpg,gem Park Slope food tasty prepared care We go lunch rainy Monday afternoon It chill food great atmosphere decor Service attentive friendly Lots item brunch serve Swung girl night make last minute reservation day around Friday crowded service great Z
Mister Dips,4,$,'New York,Wine Bars,105,https://s3-media3.fl.yelpcdn.com/bphoto/Wh_UxQtpsQAFvDaVIh-ZSw/o.jpg,Nice burger I try bit double wife burger Seems like good amount burger person also separately order fry If I look great ice cream keep come Mister Dips cold November afternoon family research great ice Dips bright fun colorful fast food spot serve burger fry chicken tender wine merchandise also
Au Za'atar,5,$$,'New York,Wine Bars,1519,https://s3-media2.fl.yelpcdn.com/bphoto/mJRp7KgJXO83i-xGHWzv2g/o.jpg,hand exquisite absolutely amazing This time place never let u Each time hummus pita sandwich Pickup east separate window main entrance food great staff atmosphere thats create warm welcoming I really enjoy dish sort shrimp thing I
Cheli,4,,'Ste 23',Shanghainese,261,https://s3-media1.fl.yelpcdn.com/bphoto/t_UoAuR_NBVuuEKO4XYrvQ/o.jpg,Came back bump rating Turns make reservation lot easier get seat We order braised pork belly Came birthday lunch friend really enjoy food We definitely order quite bit u I recommend get Taste decor bold food Milk Tea Yellow Wine Let tell drink
Up Thai,3,$$,'New York,Thai,2904,https://s3-media3.fl.yelpcdn.com/bphoto/78u5SWauEV0nu9Tus3bf6g/o.jpg,I around world Thailand without question best Thai food sushi I ever service personal point I come UpThai boyfriend dinner Saturday We reservation arrive little late still accommodate bar food great good like interior hotel service great The server forget I order tea
Oiji Mi,4,$$$$,'New York,Korean,137,https://s3-media1.fl.yelpcdn.com/bphoto/nDEv_tWcQNC8bIbcgSU1uw/o.jpg,enjoyed meal I would say compare Michelin spot modern Korean I still prefer Jua give innovative flavor Y Disappointed table closed We literally six inch away next table two It ridiculous Michelin Y The food I would give portion would Spending get full end bite good Very nice food
Ruthie's,4,,'Brooklyn,American (New),18,https://s3-media3.fl.yelpcdn.com/bphoto/9TH3sx-NyOHFJfYoEj4d0Q/o.jpg,Snagged Friday night reservation Ruthie enjoy everything Staff friendly food delish The drink joke Even I want like place badly But unfortunately three time increasingly bad experience time We stop Ruthie day drink Smith Street It smell delicious outside check amaze
Oxalis,5,$$$$,'Brooklyn,French,231,https://s3-media3.fl.yelpcdn.com/bphoto/6Yw9Awhdciq9NLilWt4vBw/o.jpg,sister I get course Bar menu pp fantastic value Michelin star restaurant The service genuinely Z amazing dining experience We go anniversary dinner get go next level service From moment walk The perfect birthday dinner You know different option super clear u book online one B
ABC Kitchen,4,$$$,'New York,Breakfast & Brunch,3168,https://s3-media3.fl.yelpcdn.com/bphoto/moPYjKp6-nZePr6sh1X0Tw/o.jpg,My best friend town manage snag reservation Saturday evening dinner ABC several spot block worry shortly solo lunch I reservation able seat dinning room one The place get busy A I come get pre shopping buzz go Some spill Manhattan cape night Marlton He promise get
Best Bagel & Coffee,5,$,'New York,Bagels,4452,https://s3-media1.fl.yelpcdn.com/bphoto/91RtGGwbZYMurzxGHAbhzw/o.jpg,bagel This place incapsulates idea New York style bagel A must try Absolutely amazing I last time I New York I search visit I glad I find As frequent traveler NYC Atlanta I fair share bagel Manhattan However I must say Best Bagel Coffee win
Sista's Place,4,$$,'Brooklyn,Jazz & Blues,5,https://s3-media2.fl.yelpcdn.com/bphoto/5uYsHaCepFecZwORJJmy9Q/o.jpg,I visit The food bit price get taste good We cram already packed seating With Sista place great last authentic place listen real great jazz NYC tourist yet people Though I live right around corner place literally I always pass never visit Well yesterday afternoon gorgeous
Greenpoint Fish & Lobster,4,$$,'Brooklyn,Seafood,389,https://s3-media2.fl.yelpcdn.com/bphoto/46ATFZXJgEkEGZXDmksiUg/o.jpg,busy seafood restaurant serve hot seafood option also raw bar I highly recommend come HAPPY HOUR even serve weekend U place hidden gem boyfriend I crave lobster roll one morning end brunch We surprise fresh come happy hour discount oyster We order dozen east coast HH half dozen west coast
Claro,5,$$,'Brooklyn,Mexican,320,https://s3-media4.fl.yelpcdn.com/bphoto/omEamUWhidk1e9cYaQQVcg/o.jpg,I live right The street finally stop friend Monday evening Evening Wonderful service Four course taste menu meal Claro two amazing experience The first time din idea esteemed restaurant We grocery shopping nearby I pleasure din Claro Michelin restaurant NYC absolute delight From cozy atmosphere incredible
The Folly,1,$$,'New York,Seafood,252,https://s3-media1.fl.yelpcdn.com/bphoto/KoOcXLKLBiWkjuOuOk_rPg/o.jpg,I finally able go happy hour friend The painkiller still amazing come happy ambiance chill music Grabbed seat serve bartender brown mustache He later walk away end pay bill Recently owner The Folly Aron Watman finally respond review nearly six month later tell lighten demand
House Of The Red Pearl,4,,'New York,Chinese,38,https://s3-media3.fl.yelpcdn.com/bphoto/7MjFNRsBz7a8acnpbfFQyg/o.jpg,I love vibe place The speakeasy entrance make great first impression walking greet sleek bar welcome host A trip Tin Building I treat make yoga Sunday afternoon Wall Street On nice sunny day like yesterday great experience The service excellent decor amazing food tasty The appetizer best part get spicy
The Horny Ram,5,$$,'New York,American (New),704,https://s3-media2.fl.yelpcdn.com/bphoto/D2jVEoQMrBIwYGJuPWJFxg/o.jpg,This review strictly food The Horny Ram great food whether brunch salad appetizer burger I sample many item area decide drink sit bar bartender forever notice sit clean bar I come big group make reservation I would definitely make reservation come later side We
Los Tacos No.1,5,$,'New York,Tacos,106,https://s3-media1.fl.yelpcdn.com/bphoto/4abEK0VBrLTkP9hUWAY66g/o.jpg,Highly recommend city Quick great service Amazing taco I would say best taco I try far I get one Very casual spot There actually seat sit counter stand Do discourage long line order counter hand receipt staff assemble taco There lime chili pepper salsa along
Bistro So,5,$$,'Brooklyn,Brasseries,39,https://s3-media4.fl.yelpcdn.com/bphoto/FpQxamtdU55_v9v4pr5HtQ/o.jpg,Spontaneously stop Bistro So Saturday afternoon HH include espresso martini It cutely decorate intimate nice good date vibe nice environment good seating good lighting service pretty good overall They decent happy hour The two friend take one point eat every weekend And I see The veggie benedict one best I egg
LaoJie Hotpot Manhattan,4,$$$,'New York,Hot Pot,102,https://s3-media1.fl.yelpcdn.com/bphoto/i8n_bDmLRLIL1lSvyO0Ceg/o.jpg,I get two different soup base get three fun lunch experience When enter like fire go Meat quality consistent Sometimes good sometimes One time order brisket bring u lamb instead claim Y hotpot night second time leave full I almost throw gluttonous I know We come Saturday evening put
Zen Ramen & Sushi,3,$$,'New York,Sushi Bars,2578,https://s3-media2.fl.yelpcdn.com/bphoto/-W7fV5FcFuq-KGw_IT_fow/o.jpg,amazing server He sweet food good I happy I come tonight Will back soon Crowd nice B kind food great wasnt slow go back affordable sushi fast get salmon lover come salmon piece salmon sashimi spicy salmon roll spicy salmon O
Jose Luis Mediterranean Cuisine,5,,'New York,Italian,178,https://s3-media3.fl.yelpcdn.com/bphoto/Obhg9PSuZKxwfJzgMN8-BQ/o.jpg,This place absolutely incredible They treat like family Wonderful food wonderful atmosphere wonderful people Ca recommend enough service delicious tapa share full ingredient taste fresh flavorful price fairly price Jose food amaze vibe amazing drink menu Everything partner try tapa menu fresh perfectly make point
Sweet Chick,5,$$,'Brooklyn,Breakfast & Brunch,848,https://s3-media2.fl.yelpcdn.com/bphoto/mLKYe1M58lodC1_CbKoqig/o.jpg,I visit Sweet Chick first time full service restaurant The hot honey amazing chicken Chef kiss Got chicken salad great I wonder I right mind get salad signature item I mad hungry location food music overall food point My friend I come Saturday night look like great place
Little Mad,3,$$$$,'New York,American (New),170,https://s3-media2.fl.yelpcdn.com/bphoto/jgG9F5cbBo0F4l5i36iBgA/o.jpg,For value quality flavor portion size one best taste menu NYC It shock Michelin star A I go Friday night Mar three people get order try thing menu purple shiso leaf I impressed restaurant especially amongst Hand Hospitality restaurant Cute concept food Z
Simple NYC,5,$$,'New York,Japanese,347,https://s3-media2.fl.yelpcdn.com/bphoto/ixnvYZVLiV4loxeuj9h9jQ/o.jpg,want poke want pay arm leg small portion place go This place run couple nice look place get fresh poke bowl come due great review It disappoint We get one spicy tuna bowl one miso B poke nyc hard find place one check We get two different poke bowl go weeknight One miso tofu
Dhamaka,5,$$$,'Essex Market,Indian,372,https://s3-media1.fl.yelpcdn.com/bphoto/-Sp5A0npkHkp1aq-2lrcUg/o.jpg,Excellent food service We lucky enough snag reservation resy day suppose separate issue J hear Dhamaka quite I finally make month first hearing hype Dhamaka unique offering I cancel reservation place twice last year I finally go wife last evening Why delay I read much
Turk's Inn,5,$$$,'Brooklyn,Turkish,73,https://s3-media3.fl.yelpcdn.com/bphoto/HFVZOo2Yy4GQIA0ytXDzsg/o.jpg,I ca believe I I come Valentine Day special great The vibe spot remind Grand Budapest place fun vibe You definitely come ambiance We large group people get pre fix menu Y place dooooope Great vibe cool crowd impressive décor great service delicious cocktail importantly AMAZING food order
Butler,5,,'Brooklyn,Cafes,13,https://s3-media3.fl.yelpcdn.com/bphoto/r9PyIc_UBFa0gnBuyUsGGA/o.jpg,A really cute coffee shop Williamsburg I really happy window order service since I walk dog I get flat white veggie I find walk coffee window browse Yelp It super close hotel Nate I grab latte one morning visit My friend discover Butler year ago huge fan since The pastry fresh tasty The matcha favorite brand
Okatte Tanto NY,5,,'New York,Japanese,8,https://s3-media4.fl.yelpcdn.com/bphoto/zMcbrSejic3cPb2yT6Rc4Q/o.jpg,time good food Japanese dish western twist plate well time probably keep I telephone number Yelp Web site Not Resy platform I Google find phone number reserve table friend look place open late They let u sit long bar without reservation They also four person table
The Horny Ram,5,$$,'New York,American (New),704,https://s3-media2.fl.yelpcdn.com/bphoto/D2jVEoQMrBIwYGJuPWJFxg/o.jpg,This review strictly food The Horny Ram great food whether brunch salad appetizer burger I sample many item area decide drink sit bar bartender forever notice sit clean bar I come big group make reservation I would definitely make reservation come later side We
Los Tacos No.1,5,$,'New York,Tacos,106,https://s3-media1.fl.yelpcdn.com/bphoto/4abEK0VBrLTkP9hUWAY66g/o.jpg,Highly recommend city Quick great service Amazing taco I would say best taco I try far I get one Very casual spot There actually seat sit counter stand Do discourage long line order counter hand receipt staff assemble taco There lime chili pepper salsa along
Cheeseboat,4,$$,'Brooklyn,Georgian,486,https://s3-media3.fl.yelpcdn.com/bphoto/hQ2c4oJQytmRq6kSMxE_SA/o.jpg,If cheese lover like likely enjoy Cheeseboat I visit Cheeseboat twice time small party Cheeseboat Overall think chesseboat taste authentic try place still good More modern fun Z TL DR If like raclette love Various type khachapuri Georgia national dish serve hearty meal fluffy bread
Bistro So,5,$$,'Brooklyn,Brasseries,39,https://s3-media4.fl.yelpcdn.com/bphoto/FpQxamtdU55_v9v4pr5HtQ/o.jpg,Spontaneously stop Bistro So Saturday afternoon HH include espresso martini It cutely decorate intimate nice good date vibe nice environment good seating good lighting service pretty good overall They decent happy hour The two friend take one point eat every weekend And I see The veggie benedict one best I egg
Someday Bar,5,$$,'Brooklyn,Bars,77,https://s3-media4.fl.yelpcdn.com/bphoto/I642tLNS19upNthtjfEYoA/o.jpg,ambiance staff extremely friendly Both bartender cook super nice chat u AMAZING I get Alex go back Wisconsin It bar food consistently solid Drink price make sense neighborhood It modern decor service The bartender server great The ambiance super chill lay back The food great The drink really good Came
LaoJie Hotpot Manhattan,4,$$$,'New York,Hot Pot,102,https://s3-media1.fl.yelpcdn.com/bphoto/i8n_bDmLRLIL1lSvyO0Ceg/o.jpg,I get two different soup base get three fun lunch experience When enter like fire go Meat quality consistent Sometimes good sometimes One time order brisket bring u lamb instead claim Y hotpot night second time leave full I almost throw gluttonous I know We come Saturday evening put
Zen Ramen & Sushi,3,$$,'New York,Sushi Bars,2578,https://s3-media2.fl.yelpcdn.com/bphoto/-W7fV5FcFuq-KGw_IT_fow/o.jpg,amazing server He sweet food good I happy I come tonight Will back soon Crowd nice B kind food great wasnt slow go back affordable sushi fast get salmon lover come salmon piece salmon sashimi spicy salmon roll spicy salmon O
Jose Luis Mediterranean Cuisine,5,,'New York,Italian,178,https://s3-media3.fl.yelpcdn.com/bphoto/Obhg9PSuZKxwfJzgMN8-BQ/o.jpg,This place absolutely incredible They treat like family Wonderful food wonderful atmosphere wonderful people Ca recommend enough service delicious tapa share full ingredient taste fresh flavorful price fairly price Jose food amaze vibe amazing drink menu Everything partner try tapa menu fresh perfectly make point
Sweet Chick,5,$$,'Brooklyn,Breakfast & Brunch,848,https://s3-media2.fl.yelpcdn.com/bphoto/mLKYe1M58lodC1_CbKoqig/o.jpg,I visit Sweet Chick first time full service restaurant The hot honey amazing chicken Chef kiss Got chicken salad great I wonder I right mind get salad signature item I mad hungry location food music overall food point My friend I come Saturday night look like great place
Little Mad,3,$$$$,'New York,American (New),170,https://s3-media2.fl.yelpcdn.com/bphoto/jgG9F5cbBo0F4l5i36iBgA/o.jpg,For value quality flavor portion size one best taste menu NYC It shock Michelin star A I go Friday night Mar three people get order try thing menu purple shiso leaf I impressed restaurant especially amongst Hand Hospitality restaurant Cute concept food Z
Simple NYC,5,$$,'New York,Japanese,347,https://s3-media2.fl.yelpcdn.com/bphoto/ixnvYZVLiV4loxeuj9h9jQ/o.jpg,want poke want pay arm leg small portion place go This place run couple nice look place get fresh poke bowl come due great review It disappoint We get one spicy tuna bowl one miso B poke nyc hard find place one check We get two different poke bowl go weeknight One miso tofu
Dhamaka,5,$$$,'Essex Market,Indian,372,https://s3-media1.fl.yelpcdn.com/bphoto/-Sp5A0npkHkp1aq-2lrcUg/o.jpg,Excellent food service We lucky enough snag reservation resy day suppose separate issue J hear Dhamaka quite I finally make month first hearing hype Dhamaka unique offering I cancel reservation place twice last year I finally go wife last evening Why delay I read much
