Name,Rating,Pricing,Location,Reviews,Review Count,Cuisine,Number of Reviews,image_url
Mr Bao,5,,"['208 Bedford Ave', 'New York, NY 11249']","[{'text': 'I stepped into Mr Bao while out and around Williamsburg. Inside is an adorable shop with a great menu of chinese specialities food. I ordered the spicy dan...', 'reviewer': 'Dave D.', 'reviewer_id': 'eICeYMUK7NCIfb2Qa8OoeA', 'rating': 5}, {'text': 'Amazing Taiwanese fusion Chinese food that has a variety of rice, noodles, and happy hour fried bites food with soju drinks  need I say more? \n\nSuper...', 'reviewer': 'Lily S.', 'reviewer_id': '1uaKvhQTHmWAIlt3GXpF6g', 'rating': 5}, {'text': 'Ordered hot & sour soup, soup dumplings, popcorn chicken, duck buns, lychee soju cocktail, noodles & shu mai. Everything was pretty good. Popcorn chicken...', 'reviewer': 'Jody L.', 'reviewer_id': 'DvOpV-rYNvxWUek9bpdkog', 'rating': 5}]",3,Shanghainese,77,https://s3-media3.fl.yelpcdn.com/bphoto/eIE2OCgvFCrKxQkI0DL-lw/o.jpg
Sobre Masa,5,,"['52 Harrison Pl', 'Brooklyn, NY 11237']","[{'text': ""Sobre Masa is a pretty nice Mexican restaurant located in Bushwick. It's got the modern classy restaurant vibes going strong - hip music, candles, and a..."", 'reviewer': 'John B.', 'reviewer_id': 'CErkhvNMB35SnmETZlREJw', 'rating': 5}, {'text': ""This is my favorite Mexican restaurant periodt! My friends and I have have shared pretty much everything on their menu and everything was a hit. It wasn't..."", 'reviewer': 'Janira H.', 'reviewer_id': 'RzM2XqzATFFiEJWxuYujuw', 'rating': 5}, {'text': 'FINALLY a worth the while Mexican restaurant in Bushwick. Bushwick has so many Mexican eateries but the majority lack care to ingredients, service and...', 'reviewer': 'Nala P.', 'reviewer_id': 'f0ky_aw9bwdlcyFJLYJYBA', 'rating': 5}]",3,Mexican,33,https://s3-media1.fl.yelpcdn.com/bphoto/od20R-t7laOYtdnI2HOMyw/o.jpg
Izakaya,4,$$,"['326 E 6th St', 'New York, NY 10003']","[{'text': 'Really solid japanese tapas spot with delicious small plates and a cool intimate vibe. Loved the agedashi tofu, chicken nanban, salmon sashimi, and...', 'reviewer': 'Eva P.', 'reviewer_id': 'UhEpRbrIxanE6StP7YdEMA', 'rating': 5}, {'text': 'A cute small modern izakaya with just a few tables. I got lucky and got in quite quickly on a Friday night for a table for 2, but recommend reservation...', 'reviewer': 'Simon P.', 'reviewer_id': '6a6iVKQDiVGQa2X-lLIE-g', 'rating': 5}, {'text': 'My friend and I had a reservation at 6:15 on a Wednesday night, and we were very glad to have made a reservation beforehand. While it was a weekday dinner,...', 'reviewer': 'Jungwon S.', 'reviewer_id': '0yvT2bcjV_JsIwxxZAqqog', 'rating': 4}]",3,Izakaya,278,https://s3-media2.fl.yelpcdn.com/bphoto/FHCms4PlmtuQJc4jo1wccw/o.jpg
Verōnika,3,$$$$,"['281 Park Ave S 22nd St Entrance', 'Second Floor', 'New York, NY 10010']","[{'text': 'Food was very good. Drinks were cool. The waiter, David, was incredible. He made the night very enjoyable and I would surely request him the next time I go.', 'reviewer': 'Teresa S.', 'reviewer_id': 'Hjv5-QQSdVk-y2GrtWl-wg', 'rating': 5}, {'text': ""Inside Fotografiska you'll find this beautiful restaurant called Verōnika. My friend and I had reservations for 5 pm which is when they open. This is one of..."", 'reviewer': 'Tahini R.', 'reviewer_id': 'lLXGo8ih8h9f4iIw2UcKJQ', 'rating': 5}, {'text': ""The food was delicious (though priced on high end) and the atmosphere impeccable. The waitstaff while you're eating is kind and on top of their game. Highly..."", 'reviewer': 'Michelle D.', 'reviewer_id': 'Ui7BLf71YcpaborpY1NRJQ', 'rating': 3}]",3,Modern European,73,https://s3-media1.fl.yelpcdn.com/bphoto/ULmoIKqvPJNoYKrj0BPE7g/o.jpg
Casa Bocado,5,,"['341 Broome St', 'New York, NY 10013']","[{'text': 'Five stars ... just walked in and was seated immediately. \nThe place was not packed.  Good music and quick and efficient service.   Waiter came over took...', 'reviewer': 'Ramesh C.', 'reviewer_id': 'j81jE6VW-0W8C-4bWKII8A', 'rating': 5}, {'text': 'I went here this weekend for one of my friends birthday celebrations. We started off with the tableside. Margarita, which was strong and very delicious. A...', 'reviewer': 'Asia C.', 'reviewer_id': 'V2oS1DzakAlcIkEcaQgA0A', 'rating': 4}, {'text': '5 stars for fantastic food, drinks, and atmosphere! We were a table of 5 and split 3 carafes of skinny, spicy mezcal margaritas, which were excellent and...', 'reviewer': 'Skyler N.', 'reviewer_id': 'ViktDbHTcGfOcibuw8KG_w', 'rating': 5}]",3,Mexican,126,https://s3-media4.fl.yelpcdn.com/bphoto/thbAd8B1eNMZRevISbQiVw/o.jpg
Follia,5,$$$,"['179 3rd Ave', 'New York, NY 10003']","[{'text': 'A very cozy neighborhood Italian joint.  A simple pasta menu where the dishes are filling enough to be an entire meal.  And quite reasonably priced if you...', 'reviewer': 'Adam B.', 'reviewer_id': 'yZM8bO0dbhffVp6RCTFN5w', 'rating': 4}, {'text': 'Pretty good food, good service. We had the halibut special, eggplant parm, small pizza, pasta dish. Located close to our ultimate destination (Cibar)....', 'reviewer': 'Beth R.', 'reviewer_id': 'CzZrcyEx-Ncfo2e9YoYarg', 'rating': 4}, {'text': 'We had a party of 20+ for my nieces 21st Birthday. They did an amazing job serving us all in a timely, professional manner. Our main waitperson, Leilt,...', 'reviewer': 'Francoise T.', 'reviewer_id': 'mfO8JND1ozf1ttDSS8OGUw', 'rating': 5}]",3,Wine Bars,279,https://s3-media1.fl.yelpcdn.com/bphoto/wpf_6eIsOO219K91kn4LhQ/o.jpg
SUGARFISH by sushi nozawa,4,$$$,"['202 Spring St', 'New York, NY 10012']","[{'text': 'This is definitely one of my top 2 sushi spots in the city. It\'s affordable and delicious. The service was amazing. I tried the ""Nowaza Trust Me"" and the...', 'reviewer': 'Shannon M.', 'reviewer_id': 'FkGnRwrEVeuH5emH9vdbXA', 'rating': 5}, {'text': ""My favorite sushi spot that's affordable and delicious. This was actually the first place that got me into sushi (raw fish)! Service is always amazing and..."", 'reviewer': 'Cobey L.', 'reviewer_id': 'O3RmpfYib28XfBa8AVi9ow', 'rating': 5}, {'text': 'Been here a couple of times. Have done the ""Don\'t Think Just Eat"" and also the ""Nowaza Trust Me"". \n\nI love everything except the salmon sushi & the bluefin...', 'reviewer': 'Paula M.', 'reviewer_id': 'Cr_0NWopKH196_3-MUtSFA', 'rating': 4}]",3,Sushi Bars,269,https://s3-media2.fl.yelpcdn.com/bphoto/R1pPyDw0SfWSOT4n5Iq-qQ/o.jpg
Gomi Korean Wine Bar,3,$$,"['186 Ave A', 'New York, NY 10009']","[{'text': 'Great wine bar with great ambiance. I think they have meals but we only came in for wine. Many Portuguese varieties. A nice place to start the night and...', 'reviewer': 'Daniel G.', 'reviewer_id': 'FwMkcJSMifyI5_hJzCWoPg', 'rating': 5}, {'text': 'Gomi is a wonderful little place in the East Village I definitely want to come back to to try more of the menu.\nWe arrived when it opened, and were the only...', 'reviewer': 'Patrick A.', 'reviewer_id': 'UTuatPlwvyHJK-hojxHxWQ', 'rating': 4}, {'text': 'Good food but found it a little odd how the Tonkatsu entree and the Skillets came without rice and how that needed to be ordered separately, hence the 3/5...', 'reviewer': 'Simran K.', 'reviewer_id': 'ZlPUSshE4Yh1r66ABM81Vw', 'rating': 3}]",3,Wine Bars,156,https://s3-media2.fl.yelpcdn.com/bphoto/xKv7_kBtdIM4OrggPdcZCg/o.jpg
Popular,4,$$$,"['215 Chrystie St', 'New York, NY 10002']","[{'text': 'This trendy Peruvian restaurant is located on the first floor of the Public Hotel. The decor is gorgeous. Even though the plants are fake, they create an...', 'reviewer': 'Maggie B.', 'reviewer_id': 'jNKKoDWxBcSFRYNvA2hqBA', 'rating': 5}, {'text': ""Cute tropical looking restaurant inside a hotel. It's a great restaurant for dates or catching up with friends. However, the food and service does need a..."", 'reviewer': 'Serenity G.', 'reviewer_id': 'SJjnNkHjPWiniTGr_z3QYA', 'rating': 2}, {'text': 'One of my most interesting dining experiences to date.\n\nMi madre was in town and staying at the Public, so she asked if I wanted to meet her for dinner....', 'reviewer': 'Johnny N.', 'reviewer_id': 'JC7Q8D6l_oPyhyIkV_d-7g', 'rating': 4}]",3,Peruvian,107,https://s3-media3.fl.yelpcdn.com/bphoto/Mw6sF6p0I6xtJgY_9lyuSQ/o.jpg
Le French Diner,5,$$,"['188 Orchard St', 'New York, NY 10002']","[{'text': 'Le French diner is a gem. Instant warm feeling when walking in. The staff is great and the food is phenomenal. We had escargot, steak tartar, salad and...', 'reviewer': 'Katie G.', 'reviewer_id': 'Su45HTQNK8FYqgErJCemqg', 'rating': 5}, {'text': 'This is a great spot. Cozy and perfect for a rainy day. Everything we ate was amazing. The oeuf mayo, grilled octopus, and hanger steak were excellent. And...', 'reviewer': 'Parissa A.', 'reviewer_id': 'm_xCofGMtsu-vM4ByePhrQ', 'rating': 5}, {'text': ""A truly memorable dining experience. You'll feel like family or an old friend eating here. The food is so thoughtfully prepared and the service is very..."", 'reviewer': 'Shannon D.', 'reviewer_id': 'QfiZnKVXLasdKNQceD55pw', 'rating': 5}]",3,French,151,https://s3-media1.fl.yelpcdn.com/bphoto/obBvvGHF-vo-K6fY5LVEOw/o.jpg
Mekelburg's,4,$$,"['293 Grand Ave', 'Brooklyn, NY 11238']","[{'text': ""solid spot for food, dessert, drinks, and chill vibes. i really enjoy their tirameksu- their take on tiramisu. they use chocolate babka and it's freakin..."", 'reviewer': 'Shayda A.', 'reviewer_id': 'kPtXOAvdnW7byhDauuRKgw', 'rating': 5}, {'text': 'Sandwiches were DELICIOUS. ONE worker was not so nice. This place has been on my Yelp list for a long time. While finally in area, I decided to stop by. As...', 'reviewer': 'Chari M.', 'reviewer_id': 'Xw0YVI4RQ7MbB73h8Zj_5w', 'rating': 3}, {'text': ""Several friends and I went out for dinner. Afterwards we\xa0decided to stop in at\xa0Mekelburg's for some beers. \xa0\n\nTheir food menu isn't very elaborate, but we..."", 'reviewer': 'Bonnie D.', 'reviewer_id': 'TZR14BgbWhPvlcL88tVDWQ', 'rating': 4}]",3,Specialty Food,340,https://s3-media1.fl.yelpcdn.com/bphoto/XcIle9uaHOIMo92YvFpY3g/o.jpg
Brooklyn Bagel & Coffee Company,5,$,"['63 E 8th St', 'New York, NY 10003']","[{'text': ""Brooklyn Bagel is a great grab and go place near NYU. There are so many spread options, and they're super generous with their cream cheese! My bagel was..."", 'reviewer': 'Lauren Y.', 'reviewer_id': 'hzk85fxTOhk2G0WSVg8E2g', 'rating': 5}, {'text': ""Hubs was feeling bagel-y today so we walked on over to this shop which he researched. Upon entering, I saw a sign that they offer rainbow bagels! It's just..."", 'reviewer': 'Love K.', 'reviewer_id': 'nlRnQYy2U2BwybI-OEwdfQ', 'rating': 4}, {'text': ""What a great bagel!\n\nThree different bagels for us today, loved all three.\n\nThere's a crowd for a reason."", 'reviewer': 'Nick B.', 'reviewer_id': '89owtuS0wuSlUTWaD_Dgbg', 'rating': 5}]",3,Bagels,254,https://s3-media1.fl.yelpcdn.com/bphoto/2ssnQhBvQsZfpM1qZn_Ihg/o.jpg
Yara,4,,"['319 E 53rd St', 'New York, NY 10022']","[{'text': 'Best Lebanese food in Manhattan. Must order the fattoush salad, cauliflower kibbeh, koussa and the black tea with mint. \nService was good. Nothing...', 'reviewer': 'Christina H.', 'reviewer_id': 'nCBYSfmK0qULN01WXP66GA', 'rating': 5}, {'text': 'Amazing Mediterranean Lebanese place!\n\nThe inside was bit exotic (in a good way), eccentric and warm and cozy and welcoming. \n\nHave some interesting and...', 'reviewer': 'Pa T.', 'reviewer_id': '_gyYTAs_9zina_0Pn-KTtw', 'rating': 4}, {'text': ""Their lower level might be my future venue for networking events and parties, both personally and professionally (writing this down as we speak).\n\nI'm not..."", 'reviewer': 'Matt P.', 'reviewer_id': '4ix7NQyuXCmYT1sfblfbJw', 'rating': 4}]",3,Lebanese,239,https://s3-media1.fl.yelpcdn.com/bphoto/g9dPOB4dlcPCEbGz22E8SA/o.jpg
Pylos,5,$$$,"['128 E 7th St', 'New York, NY 10009']","[{'text': ""My son picked Pylos in the East Village because he's going to Greece in 4 months and wanted to become more familiar with the culture and good. We had a nice..."", 'reviewer': 'Elisa G.', 'reviewer_id': 'lyV2zgMrSux_s3byOozPPw', 'rating': 5}, {'text': 'Fantastic authentic, high end Greek food. \n\nThe octopus is particularly good. And their white wines from Santorini are just divine.', 'reviewer': 'Giovanni F.', 'reviewer_id': 'KtaZ0MQDHfhCJBU5CK4a0Q', 'rating': 5}, {'text': ""This place feels like a find.  It's unassuming on a side street on lower east side.  But when you walk in it's transformed to Greece.  They creatively..."", 'reviewer': 'David B.', 'reviewer_id': '6KrpN2dMTXU8n43zSFXroQ', 'rating': 5}]",3,Greek,1217,https://s3-media4.fl.yelpcdn.com/bphoto/b01yDw6TOEzrufQu31dECA/o.jpg
Empanada Mama L.E.S,5,$,"['95 Allen St', 'New York, NY 10002']","[{'text': ""I love the spicy chicken empanadas so much. The perfect level of spice, juicy, and breaded up nicely by the wheat encasing.\n\nWhenever I'm in the..."", 'reviewer': 'Linda R.', 'reviewer_id': 'ah5msiMTBOPYGa20Fzamfw', 'rating': 5}, {'text': ""If your really craving Empanadas and your downtown this is a good option. Also like the fact that it's 24/7 so it's a great place to come soak up some..."", 'reviewer': 'Dimitric H.', 'reviewer_id': 'xVeHynMbSKDC3Pg6II_zwA', 'rating': 4}, {'text': 'I was so excited to learn that this restaurant is by my work. I have tried it off of food trucks and always thought they were the best empanadas.\n\nI went...', 'reviewer': 'Laura P.', 'reviewer_id': 'kpRyQsarQDHnyFsYvSFwNg', 'rating': 5}]",3,Latin American,911,https://s3-media2.fl.yelpcdn.com/bphoto/jVEXnJv1Qg5orvbDo7Lq2g/o.jpg
Seeds & Weeds,4,,"['96 South St', 'New York, NY 10038']","[{'text': 'I have eaten here twice now, once for lunch and once for an early dinner. As a vegetarian, I appreciate restaurants that cater to non-meat eaters. \n\nI have...', 'reviewer': 'Melissa R.', 'reviewer_id': 'NQ3ODjQuivlZT4P_GLhe9A', 'rating': 5}, {'text': ""Unbelievably good. \n\nI wouldn't come here if you are starving and looking to be stuffed by the end of the meal.\n\nHowever, if you want to try a few dishes..."", 'reviewer': 'Japonica F.', 'reviewer_id': 'RXDasV3QH2o70nNwdCL6xw', 'rating': 5}, {'text': 'Food was really good! Even my partner who is typically less adventurous when it comes to vegetarian food was into it. The space itself is nice as well....', 'reviewer': 'M J.', 'reviewer_id': 'ub8yUayiW1gGqvz1D3RDCA', 'rating': 4}]",3,French,19,https://s3-media1.fl.yelpcdn.com/bphoto/hSUp-9-q4XEqAvko8Zko_A/o.jpg
Birds of a Feather,3,$$,"['191 Grand St', 'Brooklyn, NY 11211']","[{'text': 'One of my top 2 Chinese places in Manhattan/Brooklyn. My favorite part about this place is that the spice is not too oily and heavy. You still feel the burn...', 'reviewer': 'Alicia L.', 'reviewer_id': 'hBNV4iJFg6E4HE0kkRPg-g', 'rating': 5}, {'text': 'Finally got to try birds of a feather with my partner last night and we really enjoyed the food! Ambiance was great too - had a large communal table in...', 'reviewer': 'Alex M.', 'reviewer_id': 'DvL6N0HgYiZVZAGylnVi-g', 'rating': 4}, {'text': 'Overall the place is pretty legit. Nothing really stands out but nothing is terrible. In fact, everything is above average. The service is incredibly quick...', 'reviewer': 'Tae K.', 'reviewer_id': 'vJges_H4TT1WJdQeev1FAw', 'rating': 3}]",3,Szechuan,569,https://s3-media3.fl.yelpcdn.com/bphoto/LCpWi2oB64WZJNaTjgmKyA/o.jpg
Golda,4,$$,"['504 Franklin Ave', 'Brooklyn, NY 11238']","[{'text': 'Was visiting Morristown after taking relative to see the doctor.  Walked by this inviting looking cafe and was drawn in by the amazing looking baklava....', 'reviewer': 'Ali T.', 'reviewer_id': '7fDvumKVQAFNHl78HK9L6Q', 'rating': 5}, {'text': 'The signature breakfast sandwich is awesome. Totally worth the infatuation recommendation. High marks for decor, ambiance, and service too.', 'reviewer': 'Eric S.', 'reviewer_id': 'jTqOHmMCJz-DpIF3EBpAcA', 'rating': 5}, {'text': ""I've had this place bookmarked for a while and finally got a chance to check it out! I took my food to go but there's limited seating in the small cafe and..."", 'reviewer': 'Erika P.', 'reviewer_id': 'zk3fW268VAOtKLV7z4ri1A', 'rating': 4}]",3,Breakfast & Brunch,146,https://s3-media3.fl.yelpcdn.com/bphoto/lQicMW3W7HM_cf4NqIuZ-Q/o.jpg
La Barca Cantina,2,,"['Pier 81', 'W 41 St & 12th Ave', 'New York, NY 10036']","[{'text': 'Amazing place. And staff super friendly. Justice took care of us and was amazing. Manager Eduardo was also great.  Would recommend it to anyone to have a...', 'reviewer': 'Jorge R.', 'reviewer_id': 'J-omi3qkHWEeXtP__WBDGA', 'rating': 5}, {'text': 'I was invited to a party about two weeks ago and it was the perfect summer send off!!! \n\nThe boat was at Pier 81- 42nd Street at 12th Avenue. You can can...', 'reviewer': 'Brent L.', 'reviewer_id': 'Xu1aIhD9oyjXXRDBjsnkiw', 'rating': 5}, {'text': 'Absolute rip off going to be 100% honest. While eating on a boat is fun, especially on a summer night. The price was not worth the quality. Get some Mexican...', 'reviewer': 'Hannah K.', 'reviewer_id': 'ktgJjNEUoGIvIDh7sj0rgQ', 'rating': 2}]",3,Bars,96,https://s3-media2.fl.yelpcdn.com/bphoto/luDhv0qZeq9TU-a2VWkpvw/o.jpg
Rosette at Brooklyn Winery,5,,"['61 Guernsey St', 'Brooklyn, NY 11222']","[{'text': ""Wow, realllly good. Must try the short ribs, they're so juicy and the sauce is absolutely delicious. Love the vibes here too and the chef's charcuterie..."", 'reviewer': 'Fiona C.', 'reviewer_id': 'JeBZRjdOKupdaMHgm3AD9w', 'rating': 5}, {'text': 'Stopped by at 5 pm when they opened and we were seated immediately. Sad they are closing their N9 location but the new place is designed beautifully. And...', 'reviewer': 'Leemor Y.', 'reviewer_id': 'geKimmY-EivI7AUMJr5ARw', 'rating': 4}, {'text': 'Beautiful redo of the N 9th space.  Nice to have a great restaurant to complement the delicious wines. Try the roasted claims. I was a bit surprised that...', 'reviewer': 'Craig H.', 'reviewer_id': 'l-zDr-r3qoBASnj5mhWuSg', 'rating': 5}]",3,American (New),3,https://s3-media1.fl.yelpcdn.com/bphoto/smifybj2Il7vnQQ9tn548A/o.jpg
Mari,3,$$$$,"['679 9th Ave', 'New York, NY 10036']","[{'text': ""The food was underwhelming. It was good, but not that good. It wasn't bad and they use quality ingredients, it just didn't blow me away. The bone broth soup..."", 'reviewer': 'Biyi Y.', 'reviewer_id': 'JOVD8EK_I60GbRkUDbR0RA', 'rating': 3}, {'text': 'Wonderful dinner experience here! Interior was modern and clean, service was speedy and attentive, and food was excellent.\n\nThe meal started with a box with...', 'reviewer': 'Selena L.', 'reviewer_id': 'r1ipevFxLwXc5wGDzysCnw', 'rating': 5}, {'text': 'The tasting menu was a lovely experience and a fun concept. I liked the variety in the courses (started off with jook, then some small bites, an assortment...', 'reviewer': 'Joy Z.', 'reviewer_id': 'Wtwi0BUKkZTHREjPGanjGA', 'rating': 3}]",3,Korean,133,https://s3-media1.fl.yelpcdn.com/bphoto/3oHWDbD-kq79Va30dQioaw/o.jpg
Carbone,4,$$$$,"['181 Thompson St', 'New York, NY 10012']","[{'text': 'Spicy rigatoni was good - not as worth the hype it has but definitely good and not too expensive to be honest. The waiter was rushing us the whole time, so...', 'reviewer': 'Alex P.', 'reviewer_id': 'FQV_Sn9hfuhYCP0xr_3Eew', 'rating': 3}, {'text': ""service 10/10\nfood 8/10 (slightly salty for my taste but i think that's italian food in general) it is A LOT of food! we had to bring most stuff home cuz we..."", 'reviewer': 'Zoey H.', 'reviewer_id': 'r8rBHVbGH3EIp7EGrOZ5dQ', 'rating': 4}, {'text': 'One of the hardest places to get a reservation in NYC. All the tables would be gone within the first hour they release the reservation. \n\nIt is a small...', 'reviewer': 'Jessica C.', 'reviewer_id': 'lkt7Vp__qCvc0OT7ME0MBQ', 'rating': 4}]",3,Italian,1591,https://s3-media3.fl.yelpcdn.com/bphoto/g-e3GuGjKCqzyOe1eIADaQ/o.jpg
Nabila’s,5,,"['248 Court St', 'Brooklyn, NY 11201']","[{'text': 'Really enjoyed our meal here last night. From the small bites to the entrees, everything was bursting with unique and delicious flavors. There were four of...', 'reviewer': 'John M.', 'reviewer_id': 'FkefgiGDSB1nc9r9jVAfNg', 'rating': 5}, {'text': 'Cozy Lebanese restaurant and cafe. Very homey feeling. Staff was welcoming and fun. \n\nWine and beer selection are simple and to the point. A few different...', 'reviewer': 'Joseph T.', 'reviewer_id': 'SqVUNVeYJblyoUz4e-Fiqw', 'rating': 4}, {'text': 'This is quite a unique place. The food is very good, and it is served in an informal and elegant way by a crow of young people. Everything is exposed in a...', 'reviewer': 'Pett O.', 'reviewer_id': 'v28DibiRxvd4sUuzm38YSw', 'rating': 5}]",3,Lebanese,20,https://s3-media1.fl.yelpcdn.com/bphoto/3BS5c1Ask_ai9MkK-e3QIQ/o.jpg
Liberty Bagels,5,$,"['16 E 58th St', 'New York, NY 10022']","[{'text': 'Oh hells yes.  The garlic bagel here has changed my life.  Get one, be happy, thank me later.\n\nAs a heads up for first - timers, they put a whopping amount...', 'reviewer': 'Geoff P.', 'reviewer_id': 'Ovex8eMjnQ6QEI-14M0owQ', 'rating': 5}, {'text': ""I would give this place 3.5/5 stars \n\nMid and so expensive. I basically got their version of the Lox Bagel, called the Nova Special, and I paid $20. I'm..."", 'reviewer': 'Erika T.', 'reviewer_id': 'bwjwxIukEjG-ta1ctl9RDA', 'rating': 3}, {'text': ""I'm not going to claim to be a bagel expert but this is my absolute favorite spot when I visit NYC. I feel like a kid in a candy store when I'm here. There..."", 'reviewer': 'William L.', 'reviewer_id': 'n-BbjuKCkR_tS0B1WaCzFA', 'rating': 5}]",3,Bagels,137,https://s3-media3.fl.yelpcdn.com/bphoto/465AFbRiD3EUp3N0dY5CvA/o.jpg
Wadadli Jerk,4,,"['419 Putnam Ave', 'Brooklyn, NY 11216']","[{'text': 'best Jerk Chicken in bk on my momma\n\ngreat service and you can get fire drinks across the way too.', 'reviewer': 'Big B.', 'reviewer_id': '045zxnEnQmMCuFd1LamNow', 'rating': 5}, {'text': ""To start the pork is super scrumptious and I'd highly recommend getting the sauce of your choice as a side (if that's doable. Definitely needs to be if it's..."", 'reviewer': 'Clari B.', 'reviewer_id': 'LO_uLZ2ya4VC4JSXqzSFKA', 'rating': 3}, {'text': ""Decent spot for Carribean food in a time when original great Carribean food spots are fading away. I've tried several dishes at Wadadli over the years...."", 'reviewer': 'Mark G.', 'reviewer_id': 'h_1UE0CxAf1Blt2Oigkxig', 'rating': 4}]",3,Caribbean,17,https://s3-media3.fl.yelpcdn.com/bphoto/zhqMM8YJZb5S0cgAJ07rtg/o.jpg
London & Martin,5,,"['6 Stone St', 'New York, NY 10004']","[{'text': 'Delish branzino and chicken sandwich. Wine and cocktails were of great portions. Nice Sunday evening- post brunch vibes.', 'reviewer': 'MP D.', 'reviewer_id': 'pOLY0JPUVtstoRlkrcwIXw', 'rating': 5}, {'text': ""London & Martin Co. is an excellent addition to FIDI.\nIt's an upscale Gastropub serving some of the best Guinness in the city. Great service, hospitality..."", 'reviewer': 'Dennis G.', 'reviewer_id': 'ZhP7_p3IcHCsvERKJTX-Sw', 'rating': 5}, {'text': 'Brand-new, beautiful bar on Stone Street. We had the tacos and spring rolls, and both were very tasty! And more than enough food for 2 of us for lunch. The...', 'reviewer': 'Tanya M.', 'reviewer_id': '9sEcWObG0yUVCVR40EPkOg', 'rating': 5}]",3,Gastropubs,3,https://s3-media1.fl.yelpcdn.com/bphoto/sowk_hwOJba7uaENLUTmRQ/o.jpg
La Chilaquería - New York,5,,"['139 W 28th St', 'New York, NY 10001']","[{'text': 'The menu offers several options that I could have anytime if the day. I got the chilaquiles with both the red and green sauce with some chicharon, which was...', 'reviewer': 'Matt L.', 'reviewer_id': 'M6zIWnQEhjkmMg2OwSKd0w', 'rating': 5}, {'text': ""Don't be put off by the reviews that say the chilaquiles here are mostly chips. That's what chilaquiles is. It's like saying pizza is mostly dough. \n\nI had..."", 'reviewer': 'Michelle G.', 'reviewer_id': 'Xwnoa7MWIwSZbeM7HeJZ5g', 'rating': 5}, {'text': 'What a pleasant discovery in Chelsea! La Chilaqueria delivers tasty chilaquiles in a cute atmosphere. We ordered an order of the chilaquiles con chicharron...', 'reviewer': 'Jonathan M.', 'reviewer_id': 'Us7ijh6LFeXI46BnKX8lKQ', 'rating': 5}]",3,Mexican,46,https://s3-media2.fl.yelpcdn.com/bphoto/y5FthxW0fd6HF1Qd6aWpfw/o.jpg
Palmetto,4,,"['309 Knickerbocker Ave', 'Brooklyn, NY 11237']","[{'text': ""Overall rating: 4.8\n\nSuper cute spot, but soo far from me. I clearly don't live in Bushwick, but I'd totally be back for a date drink before the House of..."", 'reviewer': 'Olivia N.', 'reviewer_id': 'uaAJzWR1iipChDerr_hFkg', 'rating': 5}, {'text': 'Lovely, cozy place! It just has a nice, relaxing vibe to it, which makes it perfect for some after-work drinks. They check your ID and vaccine cards before...', 'reviewer': 'Sarah R.', 'reviewer_id': 'L-ONxxiLSPoTNi5K1y55yQ', 'rating': 5}, {'text': '- place is very hip and trendy\n- amazing service\n- every drink is great\n- not much to offer in the food department\n- at ten pm on a friday, there were...', 'reviewer': 'renje g.', 'reviewer_id': 'y94FS7iXvZp9QISUc0F__Q', 'rating': 4}]",3,Wine Bars,19,https://s3-media3.fl.yelpcdn.com/bphoto/hwFuCPaLeHPHHN-BnL6yrQ/o.jpg
Palmetto,4,,"['309 Knickerbocker Ave', 'Brooklyn, NY 11237']","[{'text': ""Overall rating: 4.8\n\nSuper cute spot, but soo far from me. I clearly don't live in Bushwick, but I'd totally be back for a date drink before the House of..."", 'reviewer': 'Olivia N.', 'reviewer_id': 'uaAJzWR1iipChDerr_hFkg', 'rating': 5}, {'text': 'Lovely, cozy place! It just has a nice, relaxing vibe to it, which makes it perfect for some after-work drinks. They check your ID and vaccine cards before...', 'reviewer': 'Sarah R.', 'reviewer_id': 'L-ONxxiLSPoTNi5K1y55yQ', 'rating': 5}, {'text': '- place is very hip and trendy\n- amazing service\n- every drink is great\n- not much to offer in the food department\n- at ten pm on a friday, there were...', 'reviewer': 'renje g.', 'reviewer_id': 'y94FS7iXvZp9QISUc0F__Q', 'rating': 4}]",3,Wine Bars,19,https://s3-media3.fl.yelpcdn.com/bphoto/hwFuCPaLeHPHHN-BnL6yrQ/o.jpg
Flip Sigi,4,$$,"['131 7th Ave S', 'New York, NY 10014']","[{'text': ""Very tasty and different. I'm Mexican so I've grown up on tacos and am notoriously unimpressed, but these were very good. They were very different than the..."", 'reviewer': 'Lindsey O.', 'reviewer_id': 'D-EKxJMdoUq2Q4yoiRz3nQ', 'rating': 5}, {'text': 'Intrigued by the creative Filipino fusion creations at Flip Sigi, my husband and I ordered the brunchwrap supreme and the adobo-rito with jackfruit burrito...', 'reviewer': 'Kathleen S.', 'reviewer_id': 'rYTVfPlPC_lHrSL2-huDQg', 'rating': 3}, {'text': ""Great foods and great vibes! Who isn't down for an amazing play on Filipino and Mexican food with Cali twist? They offer some of your classic Filipino..."", 'reviewer': 'Gabie E.', 'reviewer_id': 'e5PnV5PQdAMHxKCQ9NqYzQ', 'rating': 4}]",3,Filipino,933,https://s3-media2.fl.yelpcdn.com/bphoto/TUUiWWsNom_nxuCK5P9TTw/o.jpg
